PATIENT_ID	ESR1	PGR	ERBB2	MKI67	TP53	BRCA1	BRCA2	PIK3CA	PTEN	AKT1
MB-0437	-1.2110033	-0.31954005	-2.032938	-0.8963427	-0.41939113	-0.92210686	1.407196	-0.81223863	-0.42520076	0.2837117
MB-0438	-2.093493	0.87119174	6.118441	-0.2342905	0.4751393	-2.0360293	-0.12481543	0.8703842	0.0549161	-2.6532073
MB-0439	3.207623	-1.607018	-1.1407163		-0.63796586	-0.2673099	-0.3915556	-0.65731716	-0.718481	-0.79463035
MB-0440	1.3309281	-1.5200064	0.8064141	0.96586865		-0.3981987	2.456036	-0.09223022	-0.786043	1.3253483
MB-0441	2.6919093	1.3820136	1.1430585	-0.32637537	-0.0959953	1.8718221	0.017517174	-0.109965876	-0.6180975	0.19680314
MB-0442	-1.1859057	0.5389711	2.3196952	-0.2500067	0.02329045	0.43764526	-0.6560137	0.76983243	0.5150063	0.35689005
MB-0443	2.8530397	-0.34592238	1.4681338	-0.7087751	1.1401281		-1.0495294	-0.68348837	0.03876726	-0.017955784
MB-0444	2.0326762	0.043953113	-3.8120527	-0.33736542	-0.31996632	0.6313918	1.2341863		-0.07061006	0.7761419
MB-0445	3.2985294	-0.13790336	-1.6558394	-0.36098114	0.62155175	-1.5465487	3.0591636	-0.20675083	-0.05187559	2.2089942
MB-0446		13.91396	-0.49515834			0.32856005	1.2887641	-0.9149336	0.0042357696	-0.64180094
MB-0447	-1.6955397	7.1003942	-0.9470066	-1.6335824	0.16995293	-0.3700705	-0.7887784	-0.8865184	-8.085743	0.9368841
MB-0448	1.1790994	0.6067141	0.5687846	-0.46544257	-0.75674325	-1.8965967	-1.8500059	-1.3290113	-2.2077372	0.40657163
MB-0449	-1.1197722	0.56404203	-0.75246966	0.5304058	0.3472972	1.1073583	9.913169	0.0054179616	-0.7043959	0.04673547
MB-0450	2.5374908	0.06838797	-0.9040886	-1.2897819	0.09206894	-1.4946231	0.5064853	0.38552147	-1.1593353	0.16433841
MB-0451	-0.039427996	1.0322707	-0.393503		0.40337333	-1.0612879	1.1107068	-1.0008231		-0.93247885
MB-0452			-0.80765665	-0.8188352		0.46619555	1.3815871	0.387843	0.5947989	-0.4476948
MB-0453	3.557415	1.3092928	-1.2616501	-0.98538524	-0.01688613	0.29633257	0.00549447	0.33247083		0.34075114
MB-0454		1.3726312	2.8594904		0.67149967	0.40238655	0.42119274	-0.064337686	0.10735326	1.6618025
MB-0455	-2.1491199	-1.8489614	-1.0147188	-0.0657644	-0.9200399	-0.7347836	-2.1213028	1.2157408	0.19389854	-0.8669236
MB-0456	-2.9180279	1.2409816	2.4252863	0.11912368	0.6452703	-2.2098505	-0.7917363	-0.8922773	1.3751532	1.7523673
MB-0457	0.08381033	-1.5374286	2.3002782	-0.6703671		-0.10861441	-0.7990661	0.4495322	2.0181372	
MB-0458	3.7432904	6.442103	-0.7162502	0.69875085		1.773649	0.006336162	-0.46441108	0.9668836	-0.0546941
MB-0459	0.93196774	0.6558482	-0.2612412	0.5595923	0.0013007089		0.28361544	0.13401157	0.682867	-0.64674956
MB-0460	3.0123892	0.15091965	-0.65283287	-16.553823		0.21211065	0.104676664	0.011907263	-1.681793	-1.2764939
MB-0461	1.8311203	-0.74902105	-0.61535656	0.12607826	0.6639134		-0.7467808	0.87083906	-0.5585113	0.9454509
MB-0462	-1.5669075	-0.24786879	-3.44534	-0.09431587	-1.3950484	-0.25504163	-0.40100792	0.15240414	1.765775	0.538203
MB-0463	2.4223726	-0.97745436	-2.4306064	1.2175428	2.265207	-1.1405615	0.20262522	0.74944067	-0.12833118	-0.58995676
MB-0464	3.0044482	-1.0458202	-1.8590808		1.5848135		1.1798397	-1.0748091	-0.9233786	-1.4516487
MB-0465	1.897255	0.881489	0.3312075	1.3314717	1.1281049	0.6365238	-0.27650306	-0.6224232	1.5992273	-0.17603715
MB-0466	0.85865676	-1.1307869			-1.0520884	-0.3109741	1.1341579	-0.40159997	1.4006891	0.033548318
MB-0467	-1.5434862	1.196172	-1.0686706	1.2714528	1.0967935	-0.40345147	-0.18417478	0.75681823		0.92380035
MB-0468	-1.5466732	0.8931453	-0.5881193	-0.2700815	0.9246637	-0.8004345	-1.0258695	0.14690553	-0.43693888	-0.539197
MB-0469	0.053117394	0.60635465	0.25178337	0.27216953	1.000259	-1.1368834	0.1663332	-0.38743332	1.3132445	1.8633453
MB-0470	2.412395	-1.1318831	-1.4540911	0.05483749	-1.6331863	0.6853709	-0.5860564	0.39635307		-1.1147472
MB-0471	2.9185076	1.8359934	-0.18777075	-0.17690036		0.064138636	0.8630687	0.21095133	-2.156647	-1.7236476
MB-0472		-0.622141	-0.25151128	0.5653699		-1.6514384	-0.5857334	0.5343666	0.21258797	0.5626461
MB-0473	-2.0721123	0.71563		2.353003	0.25619176	0.4206672	-1.0712044		2.0509224	1.5901241
MB-0474	-1.4528803	-1.2638007	-0.4869595	1.4296701	1.1474473		0.6641469	-0.021836938	-0.51361746	
MB-0475	-0.49544287	0.24860153	-1.821625	-0.33392844	0.14248331	-2.11407	-0.23519507		0.6981067	-1.3769599
MB-0476	-2.9402823		0.28522605	0.07508209	1.1615865	3.0426369		0.637818	-0.08616217	-0.13461553
MB-0477	2.9718528	-1.4786563	-0.29741347	0.020105753	-0.3050445	0.9240161	-0.5006244	1.7597626	-1.466543	-0.7914904
MB-0478	4.723942	0.057864394	-1.9142565	-1.3370752	0.2753308	-0.36296114	0.047091786	-0.42340562	-0.615546	
MB-0479	-2.272892	-1.0467087	3.5860033	-1.9009494	-0.9267541	0.019150773	0.16027713	-1.7757399	-0.2453931	0.25514197
MB-0480	-1.1993203	0.32905746		-1.2336844	1.0361743	0.315913	0.09026667	0.9374117	-0.672154	1.9808317
MB-0481	3.3507059	1.680933	-1.7272882	-0.20108373	0.8516503		0.35551915	0.115338154	-0.71811676	1.2811276
MB-0482	0.61109066	1.5250719		0.08092884	0.018001646	-0.14105673	1.14971	0.8808036	0.82830733	0.21876863
MB-0483	1.9901242	-0.08169863	-0.601863	0.2713894	-0.99808264	-0.07526985	0.75489384	0.21856956	0.20994541	0.33724692
MB-0484		0.4238845	0.10244632	-0.5754316	0.23589513	-0.7105157	-0.8747854	-0.3127115	1.7475396	
MB-0485	1.7832294	-1.0790805	0.35413158	-0.8796439	0.8608959	-0.6139139	1.7949661	-0.21801162		1.7012466
MB-0486	-3.2888649	-0.9377049	-1.5960509	1.4123641	0.7799175	-1.4708322	0.5173236	-0.1713771	-0.32145867	
MB-0487	-3.3610024	-0.7671705		0.49659726	-0.55452514	-0.34053728	0.24164991	0.816541	-0.5271015	1.5610636
MB-0488	3.050373	-2.2881846	0.615404	-0.43487886	0.15316607	-0.6817225	-2.2913811	-0.5963553	-0.37049386	-0.22505273
MB-0489	-2.1098976	-0.53480875	-0.6269583	-1.7048155	-0.34856534	0.7274034	-1.5836189	1.0862695	-0.6419551	0.689136
MB-0490	-3.0916188	-1.0350114	0.21226859	-0.046675593	0.6967625	-1.1470741	-0.4767355	-0.1952797	-0.22611032	1.8224554
MB-0491	-1.2327852	-1.4106284	2.9700508	-0.414987	0.58766925	0.85826784	0.019674968	-0.6555679	0.15165292	
MB-0492	-1.5750737	-0.71554464	-0.5205615	0.44652468	-0.6556849	1.663004	0.07432046	-0.76063675	0.3157632	1.4956768
MB-0493	1.5713999	0.5332564	-0.7290183	-0.6829023	1.122829	0.5067594	-0.5750108	-0.013374922	1.2235876	1.0344101
MB-0494	4.025217		-0.18838337	0.599998	-0.93597555		1.6946926	-1.1360493	-0.2612024	0.94087815
MB-0495	2.5223715	0.6391222	-0.2557035	0.6879939	0.3096151	0.74202883		0.92598766	-0.025324654	-2.8555353
MB-0496	-3.182827	0.88766086	1.0755332	0.9728703	-0.83221775	0.2430607	-0.19758353	-1.3032686	-0.06310618	2.0162861
MB-0497	2.6798477	-2.008833	-0.98304105	0.6731907	1.7127262		0.16118671	0.70186687	-0.39774007	-0.5768358
MB-0498	1.7451046	0.75000656	0.44312954	1.0400053	-0.22821777	-0.3735849	0.12343683		0.83276665	-0.94447947
MB-0499	1.3405935	-0.44070515		0.7193739	1.6991107	-0.4304077	0.024411213	-2.3601985	0.12513037	-1.2057174
MB-0500	2.2968535	-1.0241908	-0.86021256	-0.2796649	0.21300144	-0.8551881	-1.0547855	0.6857743	1.968825	
MB-0501	2.8234928	-1.3116996	2.1559381	-1.3048437	-0.5733344	0.93143374	0.7867357	0.07637398	0.35491216	-0.13256203
MB-0502	1.6475989	0.7449656	-1.4588633	0.44321713	-1.2118623	1.4221605	0.011983072	-1.055265	-0.87374496	
MB-0503	4.7260294	-0.2155413	3.4097452	20.38336	-0.9030748	1.1441507	-0.7526324	0.5466867	-22.584366	0.5826093
MB-0504	2.8511248	-0.031103997	-0.9078494	0.114240795	-1.3129632	-1.4820278	-0.71676546	-0.3999411		-1.2224135
MB-0505	17.687939	0.77096903	-0.039462984	0.35948297	1.028843	-0.47766787	0.29649213		0.014812077	-0.44101134
MB-0506	2.9938836	-14.619627		-0.07119794	-0.85873663	0.8472171	-0.39265746	-1.0842326	0.17504814	-1.0246967
MB-0507	-2.8800335	0.51009476			0.12766838	0.2394647	-0.8611368	-1.7459188	-3.6868331	-0.98615533
MB-0508	3.3969402	-0.490383	-1.3041458	-0.019783285	-0.19474106		-0.22658062	1.4137949		-0.90273434
MB-0509	3.0309649	-0.59401673	-2.1966329	0.49804097	0.68291914	0.71334827		-0.2303766	0.9037816	-1.7356786
MB-0510		0.05870463	-0.028487831	1.3570158	-0.30731598	0.73614633	1.781859	0.22441414	0.48045322	
MB-0511	2.992415	-1.1228771	-1.3537922	0.3051318	-1.8784533	0.48993084	-1.3578205	0.6633771	-0.89091885	0.76100993
MB-0512			0.31965888	-1.3815466	0.72374123	-0.5021603	-0.33002874	-0.5002644	-0.40010038	0.7513584
MB-0513	1.8873928	0.06309435	-0.3642643	-0.8412448	0.29699284	-0.37581667		-0.82051545	-1.3985983	-0.4790277
MB-0514	4.1956606	-0.15433116	0.048060358	0.19710486	-0.21344478	-0.22618169	1.1557226		-0.05966649	0.64811814
MB-0515	-1.9931159	0.2851498	-0.72044444	1.9478078		0.5736978	-1.5312525	-0.90978366	-0.5271764	-1.0162467
MB-0516	-2.1193757	0.12045639		0.8634026	-0.3427238	-0.9172177		0.3383204	-0.08221954	-0.55355
MB-0517	0.87683237	-0.5015206	1.3546337	-1.3001115	-0.5338872	1.4821386	0.19543509	-0.8714348	0.28612784	0.5110282
MB-0518	2.3632956	-1.3544785	0.79921603	-0.20275241	-0.44638243	0.8684786	1.7906414	0.6411272		-0.4951065
MB-0519	26.432789	0.8935313	0.7453153	2.2851236		2.0439856	-0.56789607	-0.16811702	-0.8647713	-1.3066108
MB-0520	2.7996764	-1.1107281	-1.7045411	0.54848623	-0.6876065	0.49628025	0.72679186	-0.22148362	-0.21092385	-0.90187824
MB-0521	4.946369	1.0449263	0.15550071	0.979438	0.98121077	1.300386	0.70177585	6.188919	-3.1418025	0.26799807
MB-0522	2.8776145	-0.12318408	1.1118681	0.2212577	0.81958723	-0.5508179	0.4941008	-1.8221252	1.0550054	-1.9569077
MB-0523	-1.7015933		4.858521	0.8752667	-9.6449375	1.1526275	1.5770161	0.0059657167	-0.849398	0.8529946
MB-0524	1.6599841	-0.7859283	-0.7329122		0.05425122	0.8317455	-0.5676253	-0.5249245		-0.9469927
MB-0525	2.0482793	-0.08504054	-0.079179674	2.1157062	-0.45740983	0.59026533		-0.8243445		-0.3816807
MB-0526		-1.5435228	-1.2282604	0.39908388	20.452026	-0.15236469	0.9796626	0.98201615	1.5611699	-0.90118814
MB-0527	1.6672745	2.23889	-0.22667956	0.3552677		-0.85133564	2.1783462	0.10175821	1.183879	-0.059499763
MB-0528	3.9512124	-1.351298	-0.6782171	0.30443838	0.55504316	-1.1317451	0.6637976	1.426479	0.686669	0.8327598
MB-0529	-1.5243363	0.5508221	0.3620054	1.1791967	0.3813189	1.7482594	0.5469071	0.31767166		1.5267708
MB-0530		0.45073825	0.1374433	-0.1807137	1.0982087	1.4412766	0.7553702	0.054321572	-0.74325305	-1.2300047
MB-0531		0.08435216	-0.49142027		-1.6266148	-0.05883954		-1.1163753	-0.9219343	0.09157014
MB-0532	3.0750046	-6.2407975	1.2095034		0.40514946		-0.6905539	1.588635	0.65341485	-0.0070768576
MB-0533	2.6349638	0.14488296	-0.67469347	-1.4315414	0.7162889	0.24535102	2.6693795	-0.11781966	-0.24440211	-0.09900685
MB-0534	3.5585566	-0.8462454	-0.3491343	1.0526814	-0.9388113	0.10831897	0.30915612	-1.2873187	-0.50727665	-0.5013977
MB-0535	2.4301372	0.009750819	0.72623193	-1.2497436	-1.369069	0.80231655	2.1043081	0.33890554	1.4424181	-0.24175988
MB-0536	2.9619677	-0.9955481	3.4504576	0.05465231		3.4689932	-0.22884446	0.50556564	0.15258516	-2.3771927
MB-0537	-1.9815612	0.1423128	-0.016488105	1.0394486		-0.20124076	0.6847161		0.7343966	0.7215152
MB-0538	3.4170249	-1.2261776		-1.2389475	1.3265158	-0.7802982	2.5469534	0.36494964	0.062559076	1.1943433
MB-0539	3.6168504	-0.9190131	-0.35193437	0.33835566	-1.9358766	0.4644949	-1.9393623	-1.4850545		1.307601
MB-0540	2.0041234	18.095959	1.182367	0.11874086	-0.95652264	-0.8751766	0.7212383	-0.32842964	-0.26847562	
MB-0541	4.203493	-0.6724484	-1.9642589	0.2123862	0.63669926	1.2667848	-0.9657442	0.011570999	1.6073169	11.052574
MB-0542	2.561379	0.43296733	1.3134165	-1.1276919	0.41338164	-0.33932287	0.2269888	-0.21443869	-0.29285157	-1.0681077
MB-0543	1.708724	1.4470121	0.28351647		-0.71534604	-1.4788654	1.0965928	-0.84831446	1.3525131	-1.1042036
MB-0544		0.23854059			-0.1267336	-0.32998386	-0.22714515	-0.82886857	3.2495594	-0.94114035
MB-0545	-2.4130166	-0.26665676			-0.95306855	-0.23108788	-0.6731217	1.3663225	0.80142844	-12.193871
MB-0546	-0.8744656	2.4211226	-1.545056	0.16222826	0.60385615	-0.017658994	-0.95273954	3.0672765	0.3249413	
MB-0547	0.20770359	0.18931349	2.379225		-1.2165878	-1.6657761	0.45691568	-1.3637103	1.3743651	-1.1690919
MB-0548	1.2929788	-0.7533516	0.6276945	2.4494512	-2.0915034	2.8475976	-0.49418065	0.1632142	0.060990505	0.21207929
MB-0549	-2.2082796	-0.42392588	4.327989	0.7566948	0.13736519	-1.3388311	-0.13820763	0.035625305	1.643746	
MB-0550	2.7366672	0.85924274		0.18584986	0.322714	0.29028115	-0.63178986	0.6744176	-0.3870516	-0.073095545
MB-0551	-1.0910661	2.014985				-0.01629989	0.41728988	-1.0210392	-0.2007297	0.45969453
MB-0552	1.3539212	-0.20034401	0.44763362		-0.22222342	-0.6906139	1.1670177	-1.7743435	1.1511068	0.4015597
MB-0553			1.0895665	1.4925684	-0.5283952	-1.4004242	2.0368414	-1.8203166	1.3909454	-0.14678755
MB-0554	-1.0786546	-0.7867181		0.8759228	1.4998161		1.8141949	29.47729		1.4994105
MB-0555	1.6927278	0.083299294		-0.91460055	0.3140588	-0.26923153	-0.70171326	-0.050441116	0.15252508	0.14882065
MB-0556	-15.083013	1.2057989	-0.5640616	0.27276593	0.058517568	0.47089884	0.34243697	0.21879625	0.0016849147	-0.25355417
MB-0557	-1.1241832	1.1415896	-1.2840939	0.4277899	-0.5561282	-1.004645	-0.85829544	0.5355004	-1.3003525	0.3335798
MB-0558	3.3860674	-0.7891665	-1.1219666	0.7929613	-0.8783025	0.017931985	-0.56617594	0.40789267		0.18054292
MB-0559	0.5600463	-0.12689428		-2.3177862	-0.25594676	-0.3333729	1.5868266	0.18043022	-0.8787009	0.56051165
MB-0560	0.13353908		1.8371121	-0.69815075	0.00962753	-0.68027025		0.1583142	-1.071633	
MB-0561		0.91723925	0.47480112	0.3513367		-1.1055402	1.5507349	-5.3536844	2.7972505	0.55088556
MB-0562	-3.4365702	-0.8114156	1.9693071	1.48714	0.44206354	-1.100223	0.65270394	0.29998374	-1.1900284	
MB-0563	0.38405502	0.7015141	1.9563358	0.3377799	1.1596571	-0.6769747	-0.1780275	1.3074064		-0.18325444
MB-0564	2.595966	0.71629786	-0.00022113323	0.021119464	-1.094066	3.5865393			-0.988083	0.892654
MB-0565	2.0669358		0.6669401	-0.07816384	0.9371897	-4.3264284	-1.4155282	2.0903208	-0.098572	1.2147875
MB-0566	1.6725345	-0.6629388	-0.7572791	0.66053593	0.43352464	-1.1143084	-0.6171481	0.052565858		-0.10625703
MB-0567	2.2052631	-1.0019295	1.0116905			-1.0770209	-0.107943036	1.0282824	-1.1857405	-0.14292997
MB-0568		1.5278555	-2.2664013	1.3600451	-0.14188083	0.31807843	-0.41797712	0.9036297	0.6883121	0.18851338
MB-0569	3.2050319		-0.55533814	0.6416893	-0.38905695	-0.32009813			-0.78780437	-0.11882775
MB-0570	1.0826489		-17.76876	-1.3811419	-1.2712538	-1.146762	-0.48165128	-1.5007194	-0.000110454	-0.32390264
MB-0571	1.8601409	-1.778789	3.2051022	-0.75960577	-0.13863607		0.8282678	-0.7631329	0.061091695	0.8785743
MB-0572	-2.1909993	-0.3514732	-3.9212015	-0.8587015	0.30549663	-2.3761826	-0.43939424	1.2294458	0.8905798	-0.6968493
MB-0573		-1.3151853	-0.72297466		-0.5903226	0.1942981	-0.8044146	0.054892357	-0.9066271	-1.7282907
MB-0574	3.1985323		0.8660543	0.14631529	-0.68349445	1.1588376	-1.5990363	0.8803176	0.2044889	-2.028643
MB-0575	1.9237471	2.1361508	-0.2664256	-0.9998489	2.136626	-1.793264	0.75469583	0.5068843	-0.9662295	0.19382094
MB-0576	1.181206	0.7467509	-1.2721283	-0.12796113	-0.6504965	0.70248806	-1.5123984	-1.3780758	0.5734605	-0.17246778
MB-0577	-1.4771781	-1.5628344		-0.22902986	0.4612534	-1.6241441	-0.27712494	-0.7947296	-0.27331334	0.56564367
MB-0578	4.3788347	0.96226054	-0.64132106	0.36467886	-0.21605362		0.12189671	-1.754032		-0.5465917
MB-0579	-1.5557537	0.61340153		-0.79529995	1.1221584	0.29649937	0.7710394	0.36559588	-0.44527563	1.0978729
MB-0580	2.368654	0.7096786	-0.9412788	0.8714974	-0.9558716	0.6303859	-0.18778688	-0.41484058	-1.299613	-3.1832929
MB-0581		0.3854822	2.729147	1.8483443		0.13270998	0.07860681	-0.5676897	-0.011160725	-1.1705052
MB-0582	2.727258	0.66152763	-0.0946812	2.1248698	-1.1195588	1.1695279	-0.13401699	0.67494905	-0.09330772	
MB-0583	-0.58073974	-0.8629371	1.3260132	0.32322243	-0.29888195	-1.0307001	0.2594578	0.272861	0.3449487	0.20433128
MB-0584	1.7751231	0.0032983841	-1.5519003	0.7657824	-1.1723669	0.15480225	1.3046607	1.1064105	-0.1976489	0.37615505
MB-0585	3.7325828	-0.8342053	-0.44291258	0.17176111	-0.29369023	-1.1668173	0.6879812	1.155205		-0.740266
MB-0586	-0.4584198	-0.58601546	0.46849167	0.8764955	0.88601565	0.62911046	-1.1825156	0.12865716	3.2770257	-0.25392032
MB-0587	-3.5159283	0.27982512	-0.122568846	0.23391525	-0.027702093	0.45531562	-1.3168492	-0.33413962	0.69566685	0.7563545
MB-0588	3.7360039	1.2549896	0.55952334	-0.5299013	-0.05217702		0.50458217	0.9198324		
MB-0589	2.0612288	-1.4899144		1.8654314	3.2648966	0.9705532	-1.0060488	0.12747565	0.8356057	1.4920126
MB-0590	-1.837898	1.5610917	0.16239578	-0.10469167	-0.67722476	-0.7130777	-0.1487314	-0.111539535	0.41373658	-1.0522249
MB-0591		0.8808441	-1.8845086	0.26390642	0.13369066	-0.7182619	0.316575			-1.4890264
MB-0592	3.233516	0.1463706	-0.44508517	-1.4403665	-0.05639682	-0.71938163	0.99093187		-0.55373675	-1.170179
MB-0593	0.8595338	-1.1338657	3.918064	-1.5752685	-0.23117264	-1.3893114	0.45698735	0.42159802	1.4659835	1.957857
MB-0594	-0.10830009	0.26096138	-1.0143781	-0.5304311	0.25500634	0.6591924	0.08155311	0.20942998	-0.45133233	1.2921587
MB-0595		0.42806065	-0.2016255	1.0371541	-0.73023635	0.64987355	-0.18160804	0.71131235	0.39442748	
MB-0596	3.3066926	0.093784615	-0.8584955	-1.1482222		0.19276223	0.49246156	-1.4370761	-0.79422015	0.55559915
MB-0597	-0.7923929		5.315753		0.4185966	0.5555139	-0.04971748	-0.14571716		-1.6333048
MB-0598	-0.73445576	1.4415511	0.48952425	-0.3662157	0.29648167	0.91193384		0.57078856	-0.78274655	-1.3322676
MB-0599	-0.43861508	1.3686068	2.2215004	1.3596147	-0.28865695	0.47916275	2.3488264		-0.13019735	-0.7232928
MB-0600	1.6553388	-0.082539864	-0.3679592	-2.262184	-0.46149832	-0.4125801	0.012207861	0.26596558	-2.0896938	0.6962178
MB-0601	2.622957	-1.6200328	-1.0290909	-1.6536382	-0.570044	0.010845475		-0.54441506	0.70583236	-0.48602784
MB-0602	4.877575	-0.8576424	-0.3731743	0.028032146	0.029923558		-0.74873775	-1.5935745	-1.0416473	0.14079398
MB-0603	2.1523135	-0.7452964	-1.3357714	-0.25832292	0.35154223	1.8264645	0.8492969	-0.022502035	-0.09308147	-0.185722
MB-0604	-2.3584394	-0.75248086	4.388871	-0.67299515	-0.047149435	-2.3558733	1.3682946	-1.1576822	-0.79513896	0.47365838
MB-0605		0.86783683	3.6288817	1.9584233	0.4349435	1.2874411	2.5132403	-0.5029307	0.7840175	0.14829782
MB-0606		0.7593637	-1.246733	1.9481431	1.1612393	2.367954	0.14142679	-0.25912303		-1.7580814
MB-0607	2.5641303	-1.4810077		-0.17451271	-0.42856506	1.3097739	-0.76320666	0.42983547	1.2550102	-0.61158705
MB-0608	1.9965138	-0.029215978	-0.4533182		0.6668881	0.20736092	0.55702156	0.7933622	-1.751406	1.3052462
MB-0609	1.847863	1.6850474	0.14288938	1.665927	0.6469014	1.0585986	0.087743856	-0.12654534	0.84966457	-0.520486
MB-0610	2.6612153	0.74909246			-0.11522738	0.52175283	0.6659256		0.55478966	-1.0921652
MB-0611		-1.2951865	-2.6101904	-0.46817222	1.7386569	-0.00028058054	0.45006794	0.1411906	-0.56142133	0.68883914
MB-0612	3.2757683	-0.2759971	1.5799305		-0.6674029	-0.85098195		-1.0174733	-1.2157357	4.951068
MB-0613	-3.3305745		-1.2918591	-0.7049548	-0.22392415	-1.0360558	0.25750992	-9.665436	0.030439178	-0.19601206
MB-0614	3.096988	1.0730315	-1.4683764	1.5149882	1.566701	-1.1541557	-0.03338404	1.8942245	1.148559	0.036360845
MB-0615	-3.3544495	-1.2670299	-0.034738272	0.16459052	-0.23968676	-1.0830818	-2.22566	0.7988082	-0.7138014	0.5007309
MB-0616	2.4111845	0.44599727	-0.21312752	1.6805425	-0.44523382	0.030782688	-1.475566	0.89062595	1.3184059	-0.22271694
MB-0617	2.1241453	-0.7351283	0.02140814	-0.4845226	-0.811062	-0.020950407	0.11023445	-0.083911404	-0.9411979	0.9107217
MB-0618		-0.027978444	3.8107362	0.2531102	-0.12478508	-0.64972246	0.58663267	1.189426	-1.3269316	-0.58019924
MB-0619	-2.7712798	0.18211249	5.158	0.13695812	-0.28802204	-0.042402122	-0.35725823	-1.2072642	-7.3958635	0.31604192
MB-0620	-2.307715	-0.77854395	-2.775962	1.2159253	0.046041906	-0.96032614	-1.7218329	-0.12809314	0.8577947	-2.3543959
MB-0621	-2.384367	0.35397616	-0.0842728	0.580499	-0.016050577	0.57243246	-0.4180907	-0.7206101	-0.572413	-1.7578149
MB-0622	2.6249793	-0.8367456	-0.5262561	0.20010623	0.2995104	-0.3272888	-0.2555368	0.6058001	1.6726918	0.09774854
MB-0623	-1.0895594	1.9524091	2.99166	-0.3581069	-0.81121683	-0.91570544	0.49097872	0.019985689	-1.6688442	-0.8402616
MB-0624	3.0641665	0.6985575	0.3843466	-1.3910406	1.5468221	1.9563283	-0.23084816	2.4766548	-1.123329	0.26610816
MB-0625	1.6424717	0.42511123	-0.44225544	0.45998603	-0.6975696	13.279744			-0.5038412	0.42447436
MB-0626	20.372438	-0.47820994	0.9953282	0.48451114	0.58793753	1.5983154	-6.0544844	-0.26849312	1.5153198	
MB-0627	-2.362266		2.9560184	0.5327148	-0.55498326		0.35769933	-1.9854172	1.8978294	-0.84760064
MB-0628	3.7013617	-0.12742747		-1.4582231	-1.1626426		0.6970809	-1.1512522	0.46323568	1.0454439
MB-0629	3.7412143	2.1187398	-0.115596354	0.22195831	-0.036575004	1.5381863	0.8430193	0.13444513	0.54040134	-0.055341285
MB-0630	3.200382	-1.2719203	0.8082273	0.16542163	1.4933146	-2.4836798	1.6904359		0.07111156	-0.3796497
MB-0631	2.609823	1.9116157	2.0863636	-10.514351	0.28450936	-1.7643679			2.6272125	2.0621688
MB-0632	2.751235	0.4753646		0.50194293	-0.34620136		-0.63243866	0.103367075	0.101311676	3.4382188
MB-0633	-2.7824793	0.4110669	-1.6410166	-0.706181	-0.5534977	-0.11898758	0.36310995	0.3952275		-1.8016765
MB-0634	2.87267	0.16178071	-0.47240582	0.56760746	1.4244237	-0.17765096	1.4042916	-0.4797574	-0.91498244	-0.5537069
MB-0635	3.3477614	-0.9323347	-0.47815573	0.1718975	0.036976196	1.0162152		1.0189456		
MB-0636	-0.08459699	-0.77967036	-1.2871935	0.48354104	0.9673606	0.84754217	-0.46616277	0.10808249	0.9718822	0.11047653
MB-0637	2.240077	0.055209447	0.027207017	-0.61313576			0.6919232	0.72795844		-0.5985928
MB-0638	-1.0715393		-1.1414795	0.4390799		-0.39412436	8.881691	0.94517267	-0.24724697	-0.20180997
MB-0639	2.303296	0.090409085	-0.9115175	0.1461338	1.1004081	-0.8060109	1.4361814	-0.8283052	-1.0866382	-0.96182185
MB-0640	-2.1119611	-1.0262445	-1.2730372		-0.14212304	-0.90075964	-1.4266614	-0.62908155	-1.3145539	
MB-0641	2.1392486	1.5933927	-1.0488815	0.23677129	0.0122404285	0.27373418	1.9852213	-0.20479791	0.9636434	0.9660413
MB-0642	2.521858	-1.4697654	0.3344434	1.0909673	0.641606	-0.1641924		-0.91225797	-0.43630034	0.8393979
MB-0643	-2.0500846	-0.063385695	3.3422523	0.06068388	-1.2934287	1.4995311	0.021363907	0.48636338	-0.31337264	0.99600804
MB-0644		0.20797944	3.8491416	-20.467106	-1.3783505	-1.5549606	-0.19362593	-0.33881643	0.89904463	0.61316216
MB-0645	-1.5333747	1.1118454	1.665407	1.6629932	-1.2901177	0.02941344	-0.30982763	-1.061211	-1.1902745	1.952483
MB-0646	-2.693235	0.9472087	3.3546338	1.1327337		1.5317338	0.64385605	0.2622192	-0.5134203	-0.77607274
MB-0647	1.9921231	1.4021329	-0.067570865	1.6850705	0.012791124		1.9606866	-0.11148253	0.50606674	0.7194408
MB-0648	-1.7750411	0.46023044		0.11439658	0.85779357	0.4007981		0.45819703	-1.2403228	0.4537333
MB-0649	-1.3623768	0.019413374	-0.13208982	0.44162887	-0.7123437	-0.32149282	0.014499234	-0.9415494	-0.9509172	0.5617876
MB-0650	-3.758852	0.32724568	-0.5151019	0.5037395	0.059642676	1.4889717	-0.87408376	-0.59241366	-0.9236697	-0.41036153
MB-0651	3.3692818	-0.3090534	-1.7060064		-1.0588334	-0.2903376	-1.1367885	1.4894533	-0.6528667	-0.5669611
MB-0652	3.6014485		-0.9264413	-0.32465038	0.19335438	0.4514602	-1.0616604	0.48504215	0.3603057	-0.5181022
MB-0653	1.2453169	-0.9569793	-0.9111038	1.5484575	-0.7747382	-0.16027474		0.15557145	1.2539195	-1.5016664
MB-0654	-2.1632042	-0.13628888	2.6431937	-0.23097445	-0.5987325	-0.49021542	1.9035445	0.3301092	0.9464525	-1.4686533
